course_number,course_title,credit_hours,major
MCB 419,"Brain, Behavior & Info Process",3,"Electrical Engineering, BS"
MCB 421,Microbial Genetics,3,"Electrical Engineering, BS"
MCB 424,Microbial Biochemistry,3,"Electrical Engineering, BS"
MCB 426,Bacterial Pathogenesis,3,"Electrical Engineering, BS"
MCB 430,Molecular Microbiology,3,"Electrical Engineering, BS"
MCB 431,Microbial Physiology,3,"Electrical Engineering, BS"
MCB 433,Virology & Viral Pathogenesis,3,"Electrical Engineering, BS"
MCB 435,Evolution of Infectious Disease,3,"Electrical Engineering, BS"
MCB 446,Physical Biochemistry,3,"Electrical Engineering, BS"
MCB 480,Eukaryotic Cell Signaling,3,"Electrical Engineering, BS"
ME 200,Thermodynamics,3,"Electrical Engineering, BS"
ME 310,Fundamentals of Fluid Dynamics,4,"Electrical Engineering, BS"
ME 320,Heat Transfer,4,"Electrical Engineering, BS"
ME 330,Engineering Materials,4,"Electrical Engineering, BS"
ME 340,Dynamics of Mechanical Systems,3.5,"Electrical Engineering, BS"
ME 370,Mechanical Design I,3,"Electrical Engineering, BS"
ME 371,Mechanical Design II,3,"Electrical Engineering, BS"
ME 400,Energy Conversion Systems,34,"Electrical Engineering, BS"
ME 401,Refrigeration and Cryogenics,34,"Electrical Engineering, BS"
ME 402,Design of Thermal Systems,34,"Electrical Engineering, BS"
ME 403,Internal Combustion Engines,34,"Electrical Engineering, BS"
ME 404,Intermediate Thermodynamics,4,"Electrical Engineering, BS"
ME 410,Intermediate Gas Dynamics,34,"Electrical Engineering, BS"
ME 411,Viscous Flow & Heat Transfer,4,"Electrical Engineering, BS"
ME 412,Numerical Thermo-Fluid Mechs,24,"Electrical Engineering, BS"
ME 420,Intermediate Heat Transfer,4,"Electrical Engineering, BS"
ME 430,Failure of Engrg Materials,34,"Electrical Engineering, BS"
ME 431,Mechanical Component Failure,34,"Electrical Engineering, BS"
ME 440,Kinem & Dynamics of Mech Syst,34,"Electrical Engineering, BS"
ME 445,Introduction to Robotics,4,"Electrical Engineering, BS"
ME 451,Computer-Aided Mfg Systems,34,"Electrical Engineering, BS"
ME 452,Num Control of Mfg Processes,34,"Electrical Engineering, BS"
ME 460,Industrial Control Systems,4,"Electrical Engineering, BS"
ME 461,Computer Cntrl of Mech Systems,34,"Electrical Engineering, BS"
ME 471,Finite Element Analysis,34,"Electrical Engineering, BS"
ME 472,Introduction to Tribology,34,"Electrical Engineering, BS"
ME 487,MEMS-NEMS Theory & Fabrication,4,"Electrical Engineering, BS"
MUS 407,Elect Music Techniques I,3,"Electrical Engineering, BS"
MUS 409,Elec Music Techniques II,2,"Electrical Engineering, BS"
NEUR 453,Cog Neuroscience of Vision,34,"Electrical Engineering, BS"
NPRE 201,Energy Systems,23,"Electrical Engineering, BS"
NPRE 247,Modeling Nuclear Energy System,3,"Electrical Engineering, BS"
NPRE 330,Materials in Nuclear Engineering,3,"Electrical Engineering, BS"
NPRE 402,Nuclear Power Engineering,34,"Electrical Engineering, BS"
NPRE 412,Nuclear Power Econ & Fuel Mgmt,34,"Electrical Engineering, BS"
NPRE 421,Plasma and Fusion Science,3,"Electrical Engineering, BS"
NPRE 423,Plasma Laboratory,2,"Electrical Engineering, BS"
NPRE 429,Plasma Engineering,3,"Electrical Engineering, BS"
NPRE 435,Radiological Imaging,3,"Electrical Engineering, BS"
NPRE 432,Nuclear Engrg Materials Lab,2,"Electrical Engineering, BS"
NPRE 441,Radiation Protection,4,"Electrical Engineering, BS"
NPRE 442,Radioactive Waste Management,3,"Electrical Engineering, BS"
NPRE 448,Nuclear Syst Engrg & Design,4,"Electrical Engineering, BS"
NPRE 451,NPRE Laboratory,3,"Electrical Engineering, BS"
NPRE 455,Neutron Diffusion & Transport,4,"Electrical Engineering, BS"
NPRE 457,Safety Anlys Nucl Reactor Syst,34,"Electrical Engineering, BS"
NPRE 458,Design in NPRE,4,"Electrical Engineering, BS"
NPRE 470,Fuel Cells & Hydrogen Sources,3,"Electrical Engineering, BS"
NPRE 475,Wind Power Systems,34,"Electrical Engineering, BS"
PHYS 225,Relativity & Math Applications,2,"Electrical Engineering, BS"
PHYS 325,Classical Mechanics I,3,"Electrical Engineering, BS"
PHYS 326,Classical Mechanics II,3,"Electrical Engineering, BS"
PHYS 401,Classical Physics Lab,3,"Electrical Engineering, BS"
PHYS 402,Light,34,"Electrical Engineering, BS"
PHYS 403,Modern Experimental Physics,45,"Electrical Engineering, BS"
PHYS 406,Acoustical Physics of Music,4,"Electrical Engineering, BS"
PHYS 419,"Space, Time, and Matter-ACP",34,"Electrical Engineering, BS"
PHYS 420,"Space, Time, and Matter",2,"Electrical Engineering, BS"
PHYS 427,Thermal & Statistical Physics,4,"Electrical Engineering, BS"
PHYS 460,Condensed Matter Physics,4,"Electrical Engineering, BS"
PHYS 466,Atomic Scale Simulations,34,"Electrical Engineering, BS"
PHYS 470,Subatomic Physics,4,"Electrical Engineering, BS"
PHYS 485,Atomic Phys & Quantum Theory,3,"Electrical Engineering, BS"
PHYS 486,Quantum Physics I,4,"Electrical Engineering, BS"
PHYS 487,Quantum Physics II,4,"Electrical Engineering, BS"
PSYC 204,Intro to Brain and Cognition,3,"Electrical Engineering, BS"
SHS 200,General Phonetics,3,"Electrical Engineering, BS"
SHS 240,Intro Sound & Hearing Science,3,"Electrical Engineering, BS"
SHS 300,Anat & Physiol Spch Mechanism,4,"Electrical Engineering, BS"
SHS 301,General Speech Science,4,"Electrical Engineering, BS"
SHS 320,Development of Spoken Language,3,"Electrical Engineering, BS"
SHS 450,Intro Audiol & Hear Disorders,4,"Electrical Engineering, BS"
SHS 470,Neural Bases Spch Lang,3,"Electrical Engineering, BS"
STAT 420,Methods of Applied Statistics,34,"Electrical Engineering, BS"
STAT 424,Design of Experiments,34,"Electrical Engineering, BS"
STAT 425,Statistical Modeling I,34,"Electrical Engineering, BS"
STAT 428,Statistical Computing,34,"Electrical Engineering, BS"
STAT 429,Time Series Analysis,34,"Electrical Engineering, BS"
STAT 440,Statistical Data Management,34,"Electrical Engineering, BS"
SE 411,Reliability Engineering,34,"Electrical Engineering, BS"
SE 420,Digital Control Systems,4,"Electrical Engineering, BS"
SE 423,Mechatronics,3,"Electrical Engineering, BS"
SE 424,State Space Design for Control,3,"Electrical Engineering, BS"
TAM 211,Statics,3,"Electrical Engineering, BS"
TAM 212,Introductory Dynamics,3,"Electrical Engineering, BS"
TAM 251,Introductory Solid Mechanics,3,"Electrical Engineering, BS"
TAM 324,Behavior of Materials,4,"Electrical Engineering, BS"
TAM 335,Introductory Fluid Mechanics,4,"Electrical Engineering, BS"
TAM 412,Intermediate Dynamics,4,"Electrical Engineering, BS"
TAM 435,Intermediate Fluid Mechanics,4,"Electrical Engineering, BS"
TAM 445,Continuum Mechanics,4,"Electrical Engineering, BS"
TAM 451,Intermediate Solid Mechanics,4,"Electrical Engineering, BS"
ECE 391,Computer Systems Engineering,4,"Electrical Engineering, BS"
ECE 310,Digital Signal Processing,3,"Electrical Engineering, BS"
ECE 330,Power Ckts & Electromechanics,3,"Electrical Engineering, BS"
ECE 342,Electronic Circuits,3,"Electrical Engineering, BS"
ECE 350,Fields and Waves II,3,"Electrical Engineering, BS"
ECE 343,Electronic Circuits Laboratory,1,"Electrical Engineering, BS"
ECE 391,Computer Systems Engineering,4,"Electrical Engineering, BS"
ECE 395,Advanced Digital Projects Lab,23,"Electrical Engineering, BS"
ECE 402,Electronic Music Synthesis,3,"Electrical Engineering, BS"
ECE 415,Biomedical Instrumentation Lab,2,"Electrical Engineering, BS"
ECE 420,Embedded DSP Laboratory,2,"Electrical Engineering, BS"
ECE 431,Electric Machinery,4,"Electrical Engineering, BS"
CS 436,Computer Networking Laboratory,34,"Electrical Engineering, BS"
ECE 437,Sensors and Instrumentation,3,"Electrical Engineering, BS"
ECE 438,Communication Networks,34,"Electrical Engineering, BS"
ECE 439,Wireless Networks,34,"Electrical Engineering, BS"
ECE 443,LEDs and Solar Cells,4,"Electrical Engineering, BS"
ECE 444,IC Device Theory & Fabrication,4,"Electrical Engineering, BS"
ECE 446,Principles of Experimental Research in Electrical Engineering,4,"Electrical Engineering, BS"
ECE 447,Active Microwave Ckt Design,3,"Electrical Engineering, BS"
ECE 451,Adv Microwave Measurements,3,"Electrical Engineering, BS"
ECE 453,Wireless Communication Systems,4,"Electrical Engineering, BS"
ECE 456,Global Nav Satellite Systems,4,"Electrical Engineering, BS"
ECE 460,Optical Imaging,4,"Electrical Engineering, BS"
ECE 463,Digital Communications Lab,2,"Electrical Engineering, BS"
ECE 466,Optical Communications Lab,1,"Electrical Engineering, BS"
ECE 468,Optical Remote Sensing,3,"Electrical Engineering, BS"
ECE 469,Power Electronics Laboratory,2,"Electrical Engineering, BS"
ECE 470,Introduction to Robotics,4,"Electrical Engineering, BS"
ECE 481,Nanotechnology,4,"Electrical Engineering, BS"
ECE 486,Control Systems,4,"Electrical Engineering, BS"
ECE 489,Robot Dynamics and Control,4,"Electrical Engineering, BS"
ECE 495,Photonic Device Laboratory,3,"Electrical Engineering, BS"
ECE 311,Digital Signal Processing Lab,1,"Electrical Engineering, BS"
ECE 314,Probability in Engineering Lab,1,"Electrical Engineering, BS"
ECE 365,Data Science and Engineering,3,"Electrical Engineering, BS"
ECE 411,Computer Organization & Design,4,"Electrical Engineering, BS"
ECE 484,Principles of Safe Autonomy,4,"Electrical Engineering, BS"
EDUC 101,Education Orientation Seminar,1,"Elementary Education, BS"
MATH 103,Theory of Arithmetic,4,"Elementary Education, BS"
MATH 117,Elementary Mathematics,34,"Elementary Education, BS"
EDUC 201& EDUC 202,"Identity and Difference in Educationand Social Justice, School and Society (Or program approved equivalent courses)",6,"Elementary Education, BS"
EPSY 201,Educational Psychology 6,3,"Elementary Education, BS"
EDPR 250,School & Community Experiences 7,4,"Elementary Education, BS"
EDPR 432,Ed Prac in EC & ELED,12,"Elementary Education, BS"
SPED 405,General Educator's Role in Special Education,3,"Elementary Education, BS"
CI 415,"Language Varieties, Cultures and Learning",3,"Elementary Education, BS"
CI 405,Introduction to Teaching Elementary Age Children,3,"Elementary Education, BS"
CI 407,Theory Practice in Elementary School Teaching II,3,"Elementary Education, BS"
CI 406,Theory Practice in Elementary School Teaching I,3,"Elementary Education, BS"
CI 430,Teaching Children Mathematics,3,"Elementary Education, BS"
CI 432,Investigative Approach to Elementary Mathematics Instruction,3,"Elementary Education, BS"
CI 448,Teaching Elementary Social Studies,3,"Elementary Education, BS"
CI 450,Teaching Elementary Science I,3,"Elementary Education, BS"
CI 451,Teaching Elementary Science II,3,"Elementary Education, BS"
CI 467,Principles in Teaching Literature to Children and Youth,3,"Elementary Education, BS"
CI 475,Teaching Elementary Reading and Language Arts I,3,"Elementary Education, BS"
CI 476,Teaching Elementary and Middle Grade Language Arts,3,"Elementary Education, BS"
FAA 202,Artsful Teaching through Integ,3,"Elementary Education, BS"
CI 452,Social Studies as Action and Inquiry,3,"Elementary Education, BS"
ENG 100,Grainger Engineering Orientation Seminar (External transfer students take ENG 300.),1,"Engineering Mechanics, BS"
TAM 195,Mechanics in the Modern World,1,"Engineering Mechanics, BS"
ME 290,Seminar,0,"Engineering Mechanics, BS"
CHEM 102,General Chemistry I,3,"Engineering Mechanics, BS"
CHEM 103,General Chemistry Lab I,1,"Engineering Mechanics, BS"
CHEM 104,General Chemistry II,3,"Engineering Mechanics, BS"
CHEM 105,General Chemistry Lab II,1,"Engineering Mechanics, BS"
MATH 221,Calculus I (MATH 220 may be substituted. MATH 220 is appropriate for students with no background in calculus. 4 of 5 credit hours count towards degree.),4,"Engineering Mechanics, BS"
MATH 231,Calculus II,3,"Engineering Mechanics, BS"
MATH 241,Calculus III,4,"Engineering Mechanics, BS"
MATH 257,Linear Algebra with Computational Applications,3,"Engineering Mechanics, BS"
MATH 441,Differential Equations,3,"Engineering Mechanics, BS"
MATH 442,Intro Partial Diff Equations,3,"Engineering Mechanics, BS"
PHYS 211,University Physics: Mechanics,4,"Engineering Mechanics, BS"
PHYS 212,University Physics: Elec & Mag,4,"Engineering Mechanics, BS"
PHYS 213,Univ Physics: Thermal Physics,2,"Engineering Mechanics, BS"
PHYS 214,Univ Physics: Quantum Physics,2,"Engineering Mechanics, BS"
CS 101,Intro Computing: Engrg & Sci (CS 124 or ECE 220 may be substituted.),3,"Engineering Mechanics, BS"
ECE 205,Electrical and Electronic Circuits (ECE 110 and either ECE 210 or ECE 211 may be substituted.),3,"Engineering Mechanics, BS"
ME 170,Computer-Aided Design,3,"Engineering Mechanics, BS"
ME 200,Thermodynamics,3,"Engineering Mechanics, BS"
ME 470,Senior Design Project,3,"Engineering Mechanics, BS"
TAM 211,Statics,3,"Engineering Mechanics, BS"
TAM 212,Introductory Dynamics,3,"Engineering Mechanics, BS"
TAM 251,Introductory Solid Mechanics,3,"Engineering Mechanics, BS"
TAM 252,Solid Mechanics Design,1,"Engineering Mechanics, BS"
TAM 270,Design for Manufacturability,3,"Engineering Mechanics, BS"
TAM 324,Behavior of Materials,4,"Engineering Mechanics, BS"
TAM 335,Introductory Fluid Mechanics,4,"Engineering Mechanics, BS"
TAM 412,Intermediate Dynamics,4,"Engineering Mechanics, BS"
TAM 445,Continuum Mechanics,4,"Engineering Mechanics, BS"
TAM 470,Computational Mechanics,3,"Engineering Mechanics, BS"
MCB 150,Molec & Cellular Basis of Life,4,"Engineering Mechanics, BS"
MCB 151,Molec & Cellular Laboratory,1,"Engineering Mechanics, BS"
TAM 461,Cellular Biomechanics,4,"Engineering Mechanics, BS"
ECE 473,Fund of Engrg Acoustics,34,"Engineering Mechanics, BS"
ECE 380,Biomedical Imaging,3,"Engineering Mechanics, BS"
ME 481,Whole-Body Musculoskel Biomech,34,"Engineering Mechanics, BS"
ME 482,Musculoskel Tissue Mechanics,34,"Engineering Mechanics, BS"
ME 483,Mechanobiology,4,"Engineering Mechanics, BS"
BIOP 401,Introduction to Biophysics,3,"Engineering Mechanics, BS"
TAM 497,Independent Study,13,"Engineering Mechanics, BS"
CS 357,Numerical Methods I,3,"Engineering Mechanics, BS"
ME 471,Finite Element Analysis,34,"Engineering Mechanics, BS"
CS 450,Numerical Analysis,34,"Engineering Mechanics, BS"
ME 412,Numerical Thermo-Fluid Mechs,24,"Engineering Mechanics, BS"
TAM 497,Independent Study,13,"Engineering Mechanics, BS"
MATH 446,Applied Complex Variables,34,"Engineering Mechanics, BS"
AE 353,Aerospace Control Systems,3,"Engineering Mechanics, BS"
AE 402,Orbital Mechanics,34,"Engineering Mechanics, BS"
CEE 491,Decision and Risk Analysis,34,"Engineering Mechanics, BS"
ECE 329,Fields and Waves I,3,"Engineering Mechanics, BS"
ECE 330,Power Ckts & Electromechanics,3,"Engineering Mechanics, BS"
ECE 473,Fund of Engrg Acoustics,34,"Engineering Mechanics, BS"
PHYS 402,Light,34,"Engineering Mechanics, BS"
TAM 497,Independent Study,13,"Engineering Mechanics, BS"
TAM 456,Experimental Stress Analysis,3,"Engineering Mechanics, BS"
ECE 206,Electrical and Electronic Circuits Lab,1,"Engineering Mechanics, BS"
CS 357,Numerical Methods I,3,"Engineering Mechanics, BS"
ECE 473,Fund of Engrg Acoustics,34,"Engineering Mechanics, BS"
ME 360,Signal Processing,3.5,"Engineering Mechanics, BS"
PHYS 402,Light,34,"Engineering Mechanics, BS"
TAM 497,Independent Study,13,"Engineering Mechanics, BS"
TAM 435,Intermediate Fluid Mechanics,4,"Engineering Mechanics, BS"
ME 410,Intermediate Gas Dynamics,34,"Engineering Mechanics, BS"
AE 412,Viscous Flow & Heat Transfer,4,"Engineering Mechanics, BS"
CEE 451,Environmental Fluid Mechanics,3,"Engineering Mechanics, BS"
CEE 453,Urban Hydrology and Hydraulics,4,"Engineering Mechanics, BS"
ECE 473,Fund of Engrg Acoustics,34,"Engineering Mechanics, BS"
ME 412,Numerical Thermo-Fluid Mechs,24,"Engineering Mechanics, BS"
TAM 497,Independent Study,13,"Engineering Mechanics, BS"
TAM 424,Mechanics of Structural Metals,34,"Engineering Mechanics, BS"
TAM 428,Mechanics of Composites,3,"Engineering Mechanics, BS"
CEE 310,Transportation Engineering,3,"Engineering Mechanics, BS"
MSE 401,Thermodynamics of Materials,3,"Engineering Mechanics, BS"
MSE 455,Macromolecular Solids,3,"Engineering Mechanics, BS"
MSE 489,Matl Select for Sustainability,34,"Engineering Mechanics, BS"
NPRE 330,Materials in Nuclear Engineering,3,"Engineering Mechanics, BS"
TAM 497,Independent Study,13,"Engineering Mechanics, BS"
TAM 424,Mechanics of Structural Metals,34,"Engineering Mechanics, BS"
TAM 451,Intermediate Solid Mechanics,4,"Engineering Mechanics, BS"
CEE 360,Structural Engineering,3,"Engineering Mechanics, BS"
CEE 460,Steel Structures I,3,"Engineering Mechanics, BS"
CEE 461,Reinforced Concrete I,3,"Engineering Mechanics, BS"
CS 357,Numerical Methods I,3,"Engineering Mechanics, BS"
ECE 473,Fund of Engrg Acoustics,34,"Engineering Mechanics, BS"
TAM 497,Independent Study,13,"Engineering Mechanics, BS"
RHET 105& CMN 101,Writing and Researchand Public Speaking (or equivalent (see college Composition I requirement)),,"Engineering Technology & Management for Agricultural Systems, BS"
